ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title	Gene.ID
103879_at	0.984849	8.40e-01	0.177827	Foxred1	FAD-dependent oxidoreductase domain containing 1	235169
100043_f_at	0.984849	8.40e-01	0.177783	Psapl1	prosaposin-like 1	76943
100385_at	0.984849	8.40e-01	0.177746	Glra1	glycine receptor, alpha 1 subunit	14654
95078_at	0.984849	8.40e-01	0.17772	Rmdn3	regulator of microtubule dynamics 3	67809
95435_at	0.984849	8.40e-01	0.177692	Arl8b	ADP-ribosylation factor-like 8B	67166
93130_at	0.984849	8.40e-01	0.177671	Rrp1b	ribosomal RNA processing 1 homolog B (S. cerevisiae)	72462
95861_at	0.985046	8.41e-01	0.177238	D15Ertd55e	DNA segment, Chr 15, ERATO Doi 55, expressed	52458
95731_at	0.985046	8.41e-01	0.177218	Sesn1	sestrin 1	140742
97380_at	0.985046	8.41e-01	0.177115	Zc3h14	zinc finger CCCH type containing 14	75553
101527_at	0.985592	8.41e-01	0.176411	Tcea1	transcription elongation factor A (SII) 1	21399
103011_at	0.985592	8.41e-01	0.176306	Sin3a	transcriptional regulator, SIN3A (yeast)	20466
162138_s_at	0.985608	8.41e-01	0.176141	Cbx6	chromobox 6	494448
97891_at	0.985608	8.42e-01	0.176059	Sac3d1	SAC3 domain containing 1	66406
94350_f_at	0.985694	8.42e-01	0.175751	Nqo1	NAD(P)H dehydrogenase, quinone 1	18104
97912_at	0.985694	8.42e-01	0.175404	Tspan3	tetraspanin 3	56434
98618_at	0.985694	8.42e-01	0.175363	Dtymk	deoxythymidylate kinase	21915
96394_at	0.985694	8.42e-01	0.175215			
101678_r_at	0.985694	8.42e-01	0.175209			
101762_at	0.985694	8.42e-01	0.174887	Sprr3	small proline-rich protein 3	20766
160630_at	0.985694	8.42e-01	0.174865	Gm14680///Sms	predicted gene 14680///spermine synthase	671878///20603
101747_f_at	0.985694	8.43e-01	0.174744	Igh-VJ558	immunoglobulin heavy chain (J558 family)	16061
103260_at	0.985694	8.43e-01	0.174701	Dock5	dedicator of cytokinesis 5	68813
160198_at	0.985694	8.43e-01	0.174646	Klhl9	kelch-like 9	242521
92924_at	0.985694	8.43e-01	0.174424	Ctsg	cathepsin G	13035
93486_at	0.985694	8.43e-01	0.174394	Slc27a1	solute carrier family 27 (fatty acid transporter), member 1	26457
102928_at	0.985694	8.43e-01	0.174208	Htt	huntingtin	15194
92212_at	0.985694	8.43e-01	0.174198	Rap2a	RAS related protein 2a	76108
95119_at	0.985694	8.43e-01	0.174022	Gucd1	guanylyl cyclase domain containing 1	68778
162019_r_at	0.985694	8.43e-01	0.173976	Crybb2	crystallin, beta B2	12961
92267_at	0.985694	8.43e-01	0.173951	F2r	coagulation factor II (thrombin) receptor	14062
98635_at	0.985694	8.43e-01	0.173888	Ube2z	ubiquitin-conjugating enzyme E2Z	268470
104031_at	0.985774	8.43e-01	0.173688	Ptch1	patched 1	19206
98029_at	0.986103	8.44e-01	0.173226	Sppl2b	signal peptide peptidase like 2B	73218
101133_at	0.98612	8.44e-01	0.173049	Lcn3	lipocalin 3	16820
97578_at	0.98612	8.44e-01	0.172933			
161374_f_at	0.98612	8.44e-01	0.172862	Oxnad1	oxidoreductase NAD-binding domain containing 1	218885
96998_at	0.986253	8.44e-01	0.172578	Galnt6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6	207839
162250_f_at	0.986253	8.44e-01	0.172442			
100608_at	0.986253	8.45e-01	0.172376	Sptlc1	serine palmitoyltransferase, long chain base subunit 1	268656
100987_f_at	0.986381	8.45e-01	0.172114	Hspbp1	HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1	66245
92575_at	0.986381	8.45e-01	0.171965	Aip	aryl-hydrocarbon receptor-interacting protein	11632
102780_at	0.986381	8.45e-01	0.17176	Srxn1	sulfiredoxin 1 homolog (S. cerevisiae)	76650
162363_at	0.986381	8.45e-01	0.171432			
161949_at	0.986381	8.45e-01	0.171263	Ift46	intraflagellar transport 46	76568
99810_at	0.986381	8.46e-01	0.171033	Gpx2	glutathione peroxidase 2	14776
102201_s_at	0.986381	8.46e-01	0.170944	Psen1	presenilin 1	19164
104298_at	0.986381	8.46e-01	0.170926	Cipc	CLOCK interacting protein, circadian	217732
161110_at	0.986381	8.46e-01	0.170782	Tktl1	transketolase-like 1	83553
93422_at	0.986381	8.46e-01	0.170515	Cdk14	cyclin-dependent kinase 14	18647
103409_at	0.986381	8.46e-01	0.170427	Baiap2l1	BAI1-associated protein 2-like 1	66898
93454_at	0.986381	8.46e-01	0.170225	Cd93	CD93 antigen	17064
160867_at	0.986381	8.46e-01	0.170208	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18596
161285_r_at	0.986381	8.46e-01	0.170205	Stt3a	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	16430
95692_at	0.986381	8.46e-01	0.170183	Srp68	signal recognition particle 68	217337
160257_at	0.986381	8.46e-01	0.170162	Fkbp1a	FK506 binding protein 1a	14225
162188_f_at	0.986381	8.46e-01	0.170159	P4ha2	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide	18452
97996_at	0.986381	8.46e-01	0.170125	Papola	poly (A) polymerase alpha	18789
101108_at	0.986381	8.46e-01	0.169974	Nasp	nuclear autoantigenic sperm protein (histone-binding)	50927
94005_at	0.986381	8.47e-01	0.169871	Pmpcb	peptidase (mitochondrial processing) beta	73078
99643_f_at	0.986381	8.47e-01	0.169762	Cpe	carboxypeptidase E	12876
102836_at	0.986381	8.47e-01	0.169631	Inpp5k	inositol polyphosphate 5-phosphatase K	19062
102567_at	0.986381	8.47e-01	0.169483	Hoxd13	homeobox D13	15433
160828_at	0.986381	8.47e-01	0.169479	Inhbb	inhibin beta-B	16324
96270_at	0.986386	8.47e-01	0.169359	Rnasek	ribonuclease, RNase K	52898
161862_i_at	0.986456	8.47e-01	0.168812	S100a13	S100 calcium binding protein A13	20196
102679_at	0.986456	8.47e-01	0.168715	Madcam1	mucosal vascular addressin cell adhesion molecule 1	17123
97934_at	0.986456	8.48e-01	0.168665	Galnt1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1	14423
101584_at	0.986456	8.48e-01	0.168612	Rsu1	Ras suppressor protein 1	20163
160911_at	0.986456	8.48e-01	0.168527	Sos1	son of sevenless homolog 1 (Drosophila)	20662
96935_at	0.986456	8.48e-01	0.168504	Pdzk1ip1	PDZK1 interacting protein 1	67182
98019_at	0.986456	8.48e-01	0.168481	Tgfb1i1	transforming growth factor beta 1 induced transcript 1	21804
99980_at	0.986466	8.48e-01	0.167826	Hoxc6	homeobox C6	15425
160834_at	0.986466	8.48e-01	0.167817	Sertad1	SERTA domain containing 1	55942
102311_at	0.986466	8.48e-01	0.167632	Gp9	glycoprotein 9 (platelet)	54368
100607_at	0.986466	8.48e-01	0.167577	Pld3	phospholipase D family, member 3	18807
102907_at	0.986466	8.48e-01	0.167489	Phldb2	pleckstrin homology like domain, family B, member 2	208177
98920_g_at	0.986466	8.49e-01	0.167474	Tm2d2	TM2 domain containing 2	69742
160371_at	0.986466	8.49e-01	0.16746	Arl6ip1	ADP-ribosylation factor-like 6 interacting protein 1	54208
94010_g_at	0.986466	8.49e-01	0.16743	Tceb1	transcription elongation factor B (SIII), polypeptide 1	67923
100587_f_at	0.986466	8.49e-01	0.16739	Cdip1	cell death inducing Trp53 target 1	66626
AFFX-BioDn-3_at	0.986466	8.49e-01	0.167325			
101300_at	0.986597	8.49e-01	0.166965	H2-M2	histocompatibility 2, M region locus 2	14990
101036_at	0.986597	8.49e-01	0.166958	Tomm20	translocase of outer mitochondrial membrane 20 homolog (yeast)	67952
99541_at	0.986721	8.49e-01	0.166712	Kif11	kinesin family member 11	16551
98565_at	0.986882	8.49e-01	0.166383	Gm6654///Rps26	predicted pseudogene 6654///ribosomal protein S26	626175///27370
99409_at	0.986882	8.49e-01	0.166313	Slc6a2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2	20538
97571_r_at	0.98689	8.50e-01	0.166191	Tnfrsf8	tumor necrosis factor receptor superfamily, member 8	21941
92537_g_at	0.986899	8.50e-01	0.1657	Adrb3	adrenergic receptor, beta 3	11556
102668_at	0.986899	8.50e-01	0.165536	Ppara	peroxisome proliferator activated receptor alpha	19013
104713_at	0.986899	8.50e-01	0.165532	Prpf38a	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A	230596
101618_r_at	0.986899	8.50e-01	0.165433	Trp53-ps	transformation related protein 53, pseudogene	22060
93732_f_at	0.986899	8.50e-01	0.165297	Gipc1	GIPC PDZ domain containing family, member 1	67903
96169_at	0.986899	8.50e-01	0.165219	Sall4	sal-like 4 (Drosophila)	99377
104310_at	0.986899	8.50e-01	0.16507	G6pc3	glucose 6 phosphatase, catalytic, 3	68401
92758_at	0.986899	8.51e-01	0.164252	Dusp2	dual specificity phosphatase 2	13537
98131_at	0.986899	8.51e-01	0.164216	Cryz	crystallin, zeta	12972
101616_at	0.986899	8.51e-01	0.164089	Igkv16-104///Igk	immunoglobulin kappa variable 16-104///immunoglobulin kappa chain complex	381778///243469
160896_at	0.986899	8.51e-01	0.163942	Rcn1	reticulocalbin 1	19672
104002_at	0.986899	8.51e-01	0.16391	Zfp275	zinc finger protein 275	27081
96985_at	0.986899	8.51e-01	0.163854	Olfr1264	olfactory receptor 1264	258206
160111_at	0.986899	8.51e-01	0.163834	Eif1ax	eukaryotic translation initiation factor 1A, X-linked	66235
94482_at	0.986899	8.52e-01	0.163787	Csnk2a2	casein kinase 2, alpha prime polypeptide	13000
101830_at	0.986899	8.52e-01	0.163745	Ryr3	ryanodine receptor 3	20192
101872_at	0.986899	8.52e-01	0.163606	Gsta2	glutathione S-transferase, alpha 2 (Yc2)	14858
92307_at	0.986899	8.52e-01	0.163527	Sapcd1	suppressor APC domain containing 1	78376
160716_at	0.986899	8.52e-01	0.163507	Fam53a	family with sequence similarity 53, member A	74504
95381_at	0.986899	8.52e-01	0.16339	Kcnk7	potassium channel, subfamily K, member 7	16530
95397_at	0.986899	8.52e-01	0.163374	D430019H16Rik	RIKEN cDNA D430019H16 gene	268595
96260_at	0.986899	8.52e-01	0.163257	Snd1	staphylococcal nuclease and tudor domain containing 1	56463
97371_at	0.986899	8.52e-01	0.16322	Haus5	HAUS augmin-like complex, subunit 5	71909
95532_at	0.986899	8.52e-01	0.163068	Gm21762///D13Ertd608e	predicted gene, 21762///DNA segment, Chr 13, ERATO Doi 608, expressed	102631530///52673
99637_at	0.986899	8.52e-01	0.163047	Col15a1	collagen, type XV, alpha 1	12819
102317_at	0.986899	8.52e-01	0.163026	Vamp4	vesicle-associated membrane protein 4	53330
101376_at	0.986899	8.52e-01	0.162919	Gm10229	predicted gene 10229	100040201
99033_at	0.986899	8.52e-01	0.16289	Itpk1	inositol 1,3,4-triphosphate 5/6 kinase	217837
102887_at	0.986899	8.52e-01	0.162868	Tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	18383
161481_f_at	0.9869	8.53e-01	0.162561	Bnip1	BCL2/adenovirus E1B interacting protein 1	224630
98531_g_at	0.9869	8.53e-01	0.162504	Gas5	growth arrest specific 5	14455
160191_at	0.9869	8.53e-01	0.162181	Naa40	N(alpha)-acetyltransferase 40, NatD catalytic subunit	70999
94319_at	0.9869	8.53e-01	0.161921	Rab18	RAB18, member RAS oncogene family	19330
95359_at	0.9869	8.53e-01	0.161864	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	15516
101290_at	0.9869	8.53e-01	0.161769	Gnrh1	gonadotropin releasing hormone 1	14714
93660_at	0.9869	8.53e-01	0.161768	Camk2a	calcium/calmodulin-dependent protein kinase II alpha	12322
98942_r_at	0.9869	8.53e-01	0.161702	Gpcpd1	glycerophosphocholine phosphodiesterase 1	74182
162239_at	0.9869	8.53e-01	0.161671	Cmip	c-Maf inducing protein	74440
104284_at	0.9869	8.53e-01	0.161551	5031439G07Rik	RIKEN cDNA 5031439G07 gene	223739
92660_f_at	0.9869	8.53e-01	0.161505	Ube2e1	ubiquitin-conjugating enzyme E2E 1	22194
97532_at	0.9869	8.53e-01	0.1615	Ppp5c	protein phosphatase 5, catalytic subunit	19060
160354_at	0.986974	8.54e-01	0.161177	Ldb3	LIM domain binding 3	24131
103836_at	0.986974	8.54e-01	0.161073	Wbp4	WW domain binding protein 4	22380
160347_at	0.986974	8.54e-01	0.160919	Ncaph2	non-SMC condensin II complex, subunit H2	52683
161347_r_at	0.986974	8.54e-01	0.160848	Polr1c	polymerase (RNA) I polypeptide C	20016
160951_at	0.986974	8.54e-01	0.160697	Serpina12	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12	68054
94262_at	0.986974	8.54e-01	0.160583	Thrap3	thyroid hormone receptor associated protein 3	230753
97331_at	0.986974	8.54e-01	0.160579	Capn10	calpain 10	23830
104290_at	0.986974	8.54e-01	0.160512	Casp8ap2	caspase 8 associated protein 2	26885
98015_at	0.987007	8.54e-01	0.160225	Scamp3	secretory carrier membrane protein 3	24045
92909_at	0.987007	8.55e-01	0.159837	Pgf	placental growth factor	18654
160205_f_at	0.987007	8.55e-01	0.159693	Rnf11	ring finger protein 11	29864
161663_f_at	0.987007	8.55e-01	0.159608	Dnajc19-ps///Dnajc19	DnaJ heat shock protein family (Hsp40) member C19, pseudogene///DnaJ heat shock protein family (Hsp40) member C19	100503724///67713
97725_at	0.987007	8.55e-01	0.159529	Bmpr1b	bone morphogenetic protein receptor, type 1B	12167
96603_at	0.987007	8.55e-01	0.159508	Qsox1	quiescin Q6 sulfhydryl oxidase 1	104009
160361_at	0.987007	8.55e-01	0.159319	Trappc4	trafficking protein particle complex 4	60409
102235_at	0.987007	8.55e-01	0.159274	Mycl	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived	16918
103091_at	0.987007	8.55e-01	0.159206	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B	19698
104135_at	0.987007	8.55e-01	0.159083	Arl3	ADP-ribosylation factor-like 3	56350
103375_at	0.987007	8.55e-01	0.159067	Zcchc3	zinc finger, CCHC domain containing 3	67917
97002_f_at	0.987007	8.56e-01	0.158759	Olfr29-ps1	olfactory receptor 29, pseudogene 1	29848
101905_at	0.987007	8.56e-01	0.15872	Itch	itchy, E3 ubiquitin protein ligase	16396
104336_at	0.987007	8.56e-01	0.158714	Rbks	ribokinase	71336
93107_r_at	0.987007	8.56e-01	0.158486	Tcrb-J	T cell receptor beta, joining region	21580
162424_f_at	0.987007	8.56e-01	0.15839	Ddx17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	67040
94892_r_at	0.987007	8.56e-01	0.158327	Mea1	male enhanced antigen 1	17256
102299_at	0.987007	8.56e-01	0.158183	Prkca	protein kinase C, alpha	18750
95954_at	0.987007	8.56e-01	0.158166	D7Ertd143e///Mir295	DNA segment, Chr 7, ERATO Doi 143, expressed///microRNA 295	100303645///100049713
93987_f_at	0.987007	8.56e-01	0.158135	Gm15421///Rpl22l1///Orc5	ribosomal protein L22 like 1 pseudogene///ribosomal protein L22 like 1///origin recognition complex, subunit 5	100042049///68028///26429
104413_at	0.987007	8.56e-01	0.15803	Slc35d1	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	242585
96052_at	0.987007	8.56e-01	0.15798	Acp1	acid phosphatase 1, soluble	11431
100044_at	0.987089	8.56e-01	0.15778	Cldn11	claudin 11	18417
97699_at	0.987199	8.57e-01	0.157215	Plxna1	plexin A1	18844
162405_at	0.987199	8.57e-01	0.157214	2810449G22Rik	RIKEN cDNA 2810449G22 gene	72773
104435_at	0.987199	8.57e-01	0.157099	Igsf10	immunoglobulin superfamily, member 10	242050
97172_s_at	0.987199	8.57e-01	0.157087	Abcc9	ATP-binding cassette, sub-family C (CFTR/MRP), member 9	20928
104595_at	0.987199	8.57e-01	0.156613	Stag2	stromal antigen 2	20843
160333_at	0.987199	8.57e-01	0.156554	1110008F13Rik	RIKEN cDNA 1110008F13 gene	67388
103550_at	0.987199	8.58e-01	0.156458	Ednrb	endothelin receptor type B	13618
92382_at	0.987199	8.58e-01	0.156074	Myo6	myosin VI	17920
97320_at	0.987199	8.58e-01	0.156017	Slc39a4	solute carrier family 39 (zinc transporter), member 4	72027
101570_at	0.987199	8.58e-01	0.15597	Igfbp4	insulin-like growth factor binding protein 4	16010
94309_g_at	0.987199	8.58e-01	0.15595	Fbln1	fibulin 1	14114
93650_i_at	0.987199	8.58e-01	0.155897	Prp2	proline rich protein 2	83380
160144_at	0.987199	8.58e-01	0.155863	Dnajc10	DnaJ heat shock protein family (Hsp40) member C10	66861
161935_r_at	0.987199	8.58e-01	0.155795	Sh3bgr	SH3-binding domain glutamic acid-rich protein	50795
100005_at	0.987199	8.58e-01	0.155539	Traf4	TNF receptor associated factor 4	22032
102018_at	0.987199	8.59e-01	0.155292	Cnot3	CCR4-NOT transcription complex, subunit 3	232791
93177_at	0.987199	8.59e-01	0.155231	Zranb1	zinc finger, RAN-binding domain containing 1	360216
97208_at	0.987199	8.59e-01	0.155185	Ash2l	ash2 (absent, small, or homeotic)-like (Drosophila)	23808
102923_at	0.987199	8.59e-01	0.155014	Pnoc	prepronociceptin	18155
103741_at	0.987199	8.59e-01	0.154936	Hoxd10	homeobox D10	15430
94740_g_at	0.987199	8.59e-01	0.154929	Trpc1	transient receptor potential cation channel, subfamily C, member 1	22063
95916_at	0.987199	8.59e-01	0.154769	Med12l	mediator complex subunit 12-like	329650
96481_at	0.987199	8.59e-01	0.15463	Slc9b2	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	97086
103498_at	0.987199	8.59e-01	0.154629	Gcgr	glucagon receptor	14527
101703_at	0.987199	8.59e-01	0.154595	Hba-ps3	hemoglobin alpha, pseudogene 3	15124
93193_at	0.987199	8.59e-01	0.154311	Adrb2	adrenergic receptor, beta 2	11555
93656_g_at	0.987199	8.59e-01	0.154135	Usf1	upstream transcription factor 1	22278
161160_f_at	0.987199	8.60e-01	0.154091	Mybl2	myeloblastosis oncogene-like 2	17865
94518_at	0.987199	8.60e-01	0.153909	Aurkaip1	aurora kinase A interacting protein 1	66077
95110_at	0.987199	8.60e-01	0.153832	Ppil2	peptidylprolyl isomerase (cyclophilin)-like 2	66053
101101_at	0.987199	8.60e-01	0.153701	Ppp2cb	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	19053
161694_f_at	0.987199	8.60e-01	0.153632	Ptgs1	prostaglandin-endoperoxide synthase 1	19224
103309_at	0.987199	8.60e-01	0.153259	Mtor	mechanistic target of rapamycin (serine/threonine kinase)	56717
92313_at	0.987199	8.60e-01	0.153239	Col12a1	collagen, type XII, alpha 1	12816
101844_at	0.987199	8.60e-01	0.153229	Pipox	pipecolic acid oxidase	19193
161056_at	0.987199	8.61e-01	0.152872	Zbtb2	zinc finger and BTB domain containing 2	381990
160644_at	0.987199	8.61e-01	0.152869	Ggnbp1	gametogenetin binding protein 1	70772
161561_r_at	0.987199	8.61e-01	0.152848	Med22	mediator complex subunit 22	20933
95804_g_at	0.987199	8.61e-01	0.15263	Sirpa	signal-regulatory protein alpha	19261
100744_at	0.987199	8.61e-01	0.15259	Zfp518b	zinc finger protein 518B	100515
95138_at	0.987199	8.61e-01	0.152583	Wipi2	WD repeat domain, phosphoinositide interacting 2	74781
96608_at	0.987199	8.61e-01	0.15253	Phyh	phytanoyl-CoA hydroxylase	16922
98982_at	0.987199	8.61e-01	0.15248	Tmpo	thymopoietin	21917
100315_at	0.987199	8.61e-01	0.152439	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	11980
95068_at	0.987199	8.61e-01	0.152379	Dnaja2	DnaJ heat shock protein family (Hsp40) member A2	56445
160575_at	0.987199	8.61e-01	0.152351	Cggbp1	CGG triplet repeat binding protein 1	106143
98903_at	0.987199	8.61e-01	0.152304	Mrpl14	mitochondrial ribosomal protein L14	68463
104565_at	0.987199	8.61e-01	0.152241	Ap4s1	adaptor-related protein complex AP-4, sigma 1	11782
94125_at	0.987207	8.61e-01	0.151766	Mpzl2	myelin protein zero-like 2	14012
99867_at	0.987207	8.61e-01	0.151723	Gm29638	predicted gene 29638	102633720
93805_at	0.987207	8.62e-01	0.151693	Ssna1	SS nuclear autoantigen 1	68475
160206_at	0.987207	8.62e-01	0.151186	Rcc2	regulator of chromosome condensation 2	108911
161465_r_at	0.987207	8.62e-01	0.151108	Zfp94	zinc finger protein 94	22756
92701_at	0.987207	8.62e-01	0.150915	Bmp1	bone morphogenetic protein 1	12153
160408_at	0.987207	8.62e-01	0.150853	Gpsm1	G-protein signalling modulator 1 (AGS3-like, C. elegans)	67839
94316_at	0.987207	8.62e-01	0.15077	Krt6b	keratin 6B	16688
104142_at	0.987207	8.63e-01	0.150438	Ints8	integrator complex subunit 8	72656
92260_at	0.987207	8.63e-01	0.150322			
161116_at	0.987207	8.63e-01	0.150243	Kat2b	K(lysine) acetyltransferase 2B	18519
94975_at	0.987207	8.63e-01	0.150159	Ireb2	iron responsive element binding protein 2	64602
103783_at	0.987207	8.63e-01	0.15009	Xpr1	xenotropic and polytropic retrovirus receptor 1	19775
103701_at	0.987207	8.63e-01	0.15005	Spice1	spindle and centriole associated protein 1	212514
104247_at	0.987207	8.63e-01	0.149968	Zfyve19	zinc finger, FYVE domain containing 19	72008
103650_at	0.987207	8.63e-01	0.149813	Vps53	VPS53 GARP complex subunit	68299
97486_at	0.987207	8.63e-01	0.149811	U2af1	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1	108121
